author	place	region		
Atlantida	1	not_available			
AutonomousCommunity	1	not_available			
B	1	not_available			
b7	1	not_available			
B7	3	not_available			
Babel	1	not_available			
BabyloN	1	not_available			
Barad-Dur	1	not_available			
Basement	1	not_available			
basically	1	not_available			
BeinnMheadhonach	1	not_available			
Benere	1	not_available			
BeverlyHills	2	not_available			
BigMac	1	not_available			
boatcity	1	not_available			
bySpeyer	1	not_available			
bzzzz	1	not_available			
Cansaulim	1	not_available			
Capital	2	not_available			
CAT!	1	not_available			
Cats-upon-Dog-ville	2	not_available			
CatTown	1	not_available			
CelestianJerusalem	1	not_available			
Center	1	not_available			
centralcity	1	not_available			
Centre	1	not_available			
CherryHill	1	not_available			
Chevingur	1	not_available			
Chiengn	1	not_available			
ChinushinOtkatnearRublyovka	1	not_available			
Chocolatetown	1	not_available			
Chukahera	1	not_available			
Ciponose	1	not_available			
Cityoflove	1	not_available			
CLiNika	1	not_available			
Cornelia	1	not_available			
CostaAzul	1	not_available			
darom	1	not_available			
DestroyedCity	1	not_available			
DISTEMPER	1	not_available			
diЙорк	1	not_available			
dodo	1	not_available			
Dogville	1	not_available			
Downtown	1	not_available			
Drakula'scastle	1	not_available			
dream	1	not_available			
DujiangYan	1	not_available			
du-kennst-mich-doch	1	not_available			
Dune	1	not_available			
DurundukAirBase	1	not_available			
Duvall	1	not_available			
EarthFederation	1	not_available			
EarthPlanet	1	not_available			
EasternTimeZone	1	not_available			
Elmo'sWorld	1	not_available			
EmeraldCity	1	not_available			
end	1	not_available			
etotgorod	1	not_available			
everywhere	1	not_available			
Everywhere	4	not_available			
Excelsior	1	not_available			
FairLawn	1	not_available			
Figa	1	not_available			
FM	1	not_available			
Forgottenvillage	1	not_available			
Free	1	not_available			
FreeportTortuga	1	not_available			
fuckin'neverland	1	not_available			
fufa	1	not_available			
FunkyTown	1	not_available			
Futuristik	1	not_available			
GAES	1	not_available			
GalapagosIslands	1	not_available			
GehennaCity	1	not_available			
GeographicallyFlexible	1	not_available			
Ghetto	1	not_available			
GhostTown	1	not_available			
GlobalChildhood	1	not_available			
Godless	1	not_available			
Gomle	1	not_available			
Gomorrah	2	not_available			
Gotham	1	not_available			
GothamCity	1	not_available			
GTA	1	not_available			
Gyda	1	not_available			
Hadramaut	1	not_available			
Halloweentown	1	not_available			
Hassocks	1	not_available			
Hell	3	not_available			
Here	1	not_available			
Hero	1	not_available			
http://sprezzatura2012.livejournal.com/	1	not_available			
huii	1	not_available			
hull	1	not_available			
HuntingtonPark	1	not_available			
Huyburg	1	not_available			
Hyperburg	1	not_available			
ID	2	not_available			
IDF	1	not_available			
idf	1	not_available			
IMPA	1	not_available			
Inet	1	not_available			
i-net	1	not_available			
InnerCity	1	not_available			
InnerMongoliya	1	not_available			
International	1	not_available			
international	1	not_available			
Internet	1	not_available			
InTheMiddleOfNowhere	1	not_available			
Island	1	not_available			
Ivorytower	1	not_available			
Jivuvsarae	1	not_available			
Jopsde	1	not_available			
Jupiter	1	not_available			
KawaiiTown	1	not_available			
Kilkenny	1	not_available			
kingTown	1	not_available			
KohSamet	1	not_available			
KohSamui	2	not_available			
Kon`yaksbourg	1	not_available			
Konoha	1	not_available			
KoSamet	1	not_available			
kosmos	1	not_available			
KoTarutao	1	not_available			
LaCiudadentreDosLuces	1	not_available			
LacSainte-Agathe	1	not_available			
Landscrona	1	not_available			
LaPalma	2	not_available			
Lapu-Lapu	1	not_available			
LasPalmas	1	not_available			
Leplatpaysquin'estpaslemien	1	not_available			
littlemoscow	1	not_available			
LiveJournal	1	not_available			
location_not_available_91645	11051	not_available			
LOLOL	1	not_available			
LoL'sk	1	not_available			
LosDaemons	1	not_available			
LostintheGalaxy	1	not_available			
Lutenblag	1	not_available			
Macondo	1	not_available			
Maenam	1	not_available			
Magiccity	1	not_available			
Mahe	1	not_available			
Makondo	1	not_available			
Malaya	2	not_available			
Mars	2	not_available			
Masayume	1	not_available			
matoffburg	1	not_available			
Media	1	not_available			
Metropolis	1	not_available			
middleofeverywhere	1	not_available			
MiddleofNowhere	2	not_available			
Miletus	1	not_available			
Misantropolis	1	not_available			
Mixclub	1	not_available			
Mmmmmm	1	not_available			
MontesanoSalentino	1	not_available			
Mookhosransk	1	not_available			
Mooncity	1	not_available			
mooncity	1	not_available			
MordorCity	1	not_available			
MoRg	1	not_available			
Motown	1	not_available			
movin'	1	not_available			
muhosransk	1	not_available			
Mumi-Dol	1	not_available			
MyCity	1	not_available			
n/a	1	not_available			
Nasosal	1	not_available			
NasosnyCity	1	not_available			
Necropolis	1	not_available			
Net/Yes/Net	1	not_available			
nettakogogoroda	1	not_available			
network	1	not_available			
NeutralZone	17	not_available			
NeverLand	1	not_available			
Neverland	4	not_available			
Neverless	1	not_available			
Neverwhere.	1	not_available			
NewJerusalem	1	not_available			
NewJunkCity	1	not_available			
NewVasuki	2	not_available			
Night'sPlutonianshore	1	not_available			
None	1	not_available			
notplanet	1	not_available			
notthenorthernnorth	1	not_available			
NoWhere	1	not_available			
Nowhere	2	not_available			
ostrov	1	not_available			
OutofSpace	1	not_available			
outofspace	1	not_available			
PaintedPost	1	not_available			
PalaceofHolyOffice	1	not_available			
Palatine	1	not_available			
Paradice	1	not_available			
Paradise	1	not_available			
parij	1	not_available			
PlanetEarth	4	not_available			
PlanetNibiru	1	not_available			
Podsoznanka	1	not_available			
Podval	1	not_available			
PolarR'lyeh	1	not_available			
Pondicherry	1	not_available			
Ponegol	1	not_available			
Powisuria	1	not_available			
POZIляндия	1	not_available			
Propan-Bhutan	1	not_available			
PuntaCana	1	not_available			
QueenMaudland	1	not_available			
Radio	2	not_available			
Rakahanga	1	not_available			
re	1	not_available			
rg	1	not_available			
Rishikesh/Mysore/Coorg/Kodagu/Karnataka/Devipuram/Bhubaneswar/Varanasi	1	not_available			
Riveira	1	not_available			
ronda	1	not_available			
Ropotamo	1	not_available			
S.Sandwichisland	1	not_available			
SantaBarbara	1	not_available			
Saturnus	1	not_available			
ScenesfromaMemory	1	not_available			
Scott-Amundsen	1	not_available			
Sealand	2	not_available			
Seashorecity	1	not_available			
Secret	1	not_available			
SENS	1	not_available			
Servian	1	not_available			
Shangri-La	1	not_available			
Sihanoukville	1	not_available			
SilentHill	5	not_available			
Sin	1	not_available			
sin_city	1	not_available			
Sityontheswamp	1	not_available			
Solarsystem	1	not_available			
solnce	1	not_available			
somewhere	1	not_available			
Somewhere	3	not_available			
somewherebeyondthesea	1	not_available			
SouthAnjuna	1	not_available			
SouthPark	2	not_available			
SovetUnion	1	not_available			
Space	1	not_available			
Sparta	1	not_available			
St.Honduras	1	not_available			
sun	1	not_available			
SweetHomesk	1	not_available			
Taki	1	not_available			
Tangorodream	1	not_available			
TauCeti	1	not_available			
Terrortown	1	not_available			
the(com)promisedLand	1	not_available			
TheCity	1	not_available			
TheEarth	1	not_available			
Theed	1	not_available			
TheEndOfNowhere	1	not_available			
Therewhereyou	1	not_available			
TheTower	1	not_available			
TheWay	1	not_available			
Titikaka	1	not_available			
Trololo-City	1	not_available			
Troy	2	not_available			
TweenPicks	1	not_available			
twinpeaks	1	not_available			
UltimaTula	1	not_available			
underground	1	not_available			
unknown	1	not_available			
Urga	1	not_available			
Urmigatok	1	not_available			
USSR	1	not_available			
USSR(former)	168	not_available			
USSR(future)	1	not_available			
USSSulaco	1	not_available			
Ust-Urjupinsk-na-Volge	1	not_available			
utopia	1	not_available			
Utopia	3	not_available			
U-Uranus	1	not_available			
VanillaSkies	1	not_available			
variable	1	not_available			
Velatropa24.3:Shambala	1	not_available			
VillaDeWollmo	1	not_available			
VODEVIL	1	not_available			
WesternEurasiainthemiddle1stMilleniumAD	1	not_available			
westside	1	not_available			
Whateversk	1	not_available			
wherever	1	not_available			
Wonderland	1	not_available			
WOOOOOONsocket	1	not_available			
World	3	not_available			
Worldoftanks	1	not_available			
Worldwide	1	not_available			
worldwide	4	not_available			
world-wide	1	not_available			
WorldWide:)	1	not_available			
WorldWideWeb	2	not_available			
WorldWildWeb	1	not_available			
Wuppertal	1	not_available			
Xt	1	not_available			
XXIн.э.	1	not_available			
XXXXXXXX	1	not_available			
ydrukl	1	not_available			
yuki-tuki	1	not_available			
Yuriland	1	not_available			
Zarhaman	1	not_available			
ZERO	2	not_available			
ZloY	2	not_available			
Zoar	1	not_available			
zombieland	1	not_available			
Авалон	2	not_available			
Авдеевка	1	not_available			
Агороданет	1	not_available			
Адъ	1	not_available			
Акакаяхренразница?Предположим	1	not_available			
алкохоз13	1	not_available			
Альгамбра	1	not_available			
Альдебаран	1	not_available			
Амфибрахвийск	1	not_available			
Анк-Морпорк	1	not_available			
Антиоранжад	1	not_available			
Антитомск	1	not_available			
АоНанг	1	not_available			
ар	1	not_available			
Арзамас184	1	not_available			
Аркаим	1	not_available			
Арканар	1	not_available			
Ассирия	1	not_available			
АстероидS_Pss	1	not_available			
Атланта	1	not_available			
атлантида	1	not_available			
афигушки	1	not_available			
АхеНск	1	not_available			
Бабалайск	1	not_available			
бабруйск	1	not_available			
Бабруйскоевоеводство	1	not_available			
бАбруйЪск	1	not_available			
Байкал	1	not_available			
банановыймыс	1	not_available			
Баня-сити	1	not_available			
Бартертаун	1	not_available			
БатюшкаЛес	1	not_available			
безопределенногоместажительства	1	not_available			
Безопределённогоместажительства	1	not_available			
безстен	1	not_available			
Беловодье	1	not_available			
БелыеСтолбы	1	not_available			
Белыйгород	1	not_available			
Белыйсвет	1	not_available			
БескрайниеПросторыФантазии	1	not_available			
Бла-бла	1	not_available			
Благодать	1	not_available			
ближнееПодПарижье	1	not_available			
БлизКуракинойдорогивселеРоманово	1	not_available			
Бобруйск-Петушки	1	not_available			
Божок	1	not_available			
БожьяЖопа	1	not_available			
БольшиеВасюки	1	not_available			
БольшиеКобеляки	1	not_available			
БольшиеОбсёры	1	not_available			
БольшойГород	1	not_available			
БольшойДымоган	1	not_available			
БОМЖ	1	not_available			
будущихпобедителейЛЧ	1	not_available			
Булькинград	1	not_available			
Бункер	1	not_available			
Быдлоград	1	not_available			
Быдлотаун	1	not_available			
Вавилон	2	not_available			
Вавилонъ	1	not_available			
Вальгалла	2	not_available			
Васьгард	1	not_available			
вглубокойжопе	1	not_available			
вгороде	1	not_available			
везде	2	not_available			
Везде	5	not_available			
везде!	1	not_available			
Вездеивсюду	1	not_available			
Вездесущск	1	not_available			
великийгород-геройВерхнийПисючанск	1	not_available			
ВеликоеБлинскоеБолото	1	not_available			
Верхнебуржуйск	1	not_available			
ВерхниеЛабытнанги	1	not_available			
Веселаялужайка	1	not_available			
весьмир	1	not_available			
Весьмир.AlloftheWorld.:))	1	not_available			
Вирій	1	not_available			
внепространстваивремени	1	not_available			
внутреннийБагдад	1	not_available			
ВнутреннийБиробиджан	1	not_available			
ВнутреннийСевер	1	not_available			
ВнутренняяМонголия	3	not_available			
ВоБля	1	not_available			
водятсявезде	1	not_available			
ВоеннополевойгоспитальM.A.S.H.	1	not_available			
Воздушныезамки	1	not_available			
вокругвас!	1	not_available			
Волчьехренск	1	not_available			
Враздумиях	1	not_available			
Временно	1	not_available			
Все:)	1	not_available			
всегдагде-товновомместе	1	not_available			
всегдагде-торядом	1	not_available			
Всегорода	1	not_available			
всегорода	1	not_available			
Всегородаистраны	1	not_available			
ВСЕЛЕННАЯ.БЕЗВРЕМЕНЬЕ	1	not_available			
Вселеннная	1	not_available			
Всем	1	not_available			
"ВсероссийскийДетскийЦентр""Орлёнок"""	1	not_available			
всетотже	1	not_available			
Всякие	1	not_available			
втвоейголове	1	not_available			
втеле	1	not_available			
втораядверьналево	1	not_available			
втораяюрта	1	not_available			
Выберитестрану:Ну	1	not_available			
ВыбираемГород	1	not_available			
г.Арбатов	1	not_available			
г.Махонький	1	not_available			
г.Эребус	1	not_available			
Галевут	1	not_available			
ГГГ	1	not_available			
ГдеНадо	1	not_available			
гденадо	1	not_available			
где-т	1	not_available			
Гдето...	1	not_available			
где-тодалеко...	1	not_available			
Гдетоесть	1	not_available			
Гдетоздесь	1	not_available			
где-тонабеломсветеестьзелёный	1	not_available			
где-тонаЗемле...	1	not_available			
Гдеторядом	1	not_available			
Где-торядом	1	not_available			
Гдея?!	1	not_available			
Гдеятольконенахожусь	1	not_available			
генно-инженернаялаборатория	1	not_available			
гетто	1	not_available			
Глангвенстальд	1	not_available			
Глашкана	1	not_available			
гоблин-таун	1	not_available			
Говноубежище	1	not_available			
горадн	1	not_available			
ГорадСонца	1	not_available			
гораШумеру	1	not_available			
город	2	not_available			
Город	9	not_available			
Город.Самыйлучшийвмире	1	not_available			
городN	3	not_available			
Городакоторыхнестало	1	not_available			
Городангелов	1	not_available			
городАнгелов	1	not_available			
Городбезсолнца	1	not_available			
городбезумныхсусликов	1	not_available			
Городбратскойлюбви	1	not_available			
городветров	1	not_available			
городвстепи	1	not_available			
Город-герой	1	not_available			
город-герой	1	not_available			
ГородГород	1	not_available			
ГородГрез	1	not_available			
ГородГрехов	1	not_available			
Городгрехов	1	not_available			
городГреховиГрехопадений	1	not_available			
городдождя	1	not_available			
городДорог	1	not_available			
ГородЕ!	1	not_available			
ГородЖ	1	not_available			
городкайфа	1	not_available			
Городкакгород	1	not_available			
Городкоторогонет	1	not_available			
Городкоторогонет...	1	not_available			
Городкрасавиц	1	not_available			
город-курорт	1	not_available			
ГородМ.	1	not_available			
Городмоеговоображения	1	not_available			
город-на-дереве	1	not_available			
ГороднарекеВОЛГЕ	1	not_available			
Городнатрёххолмах	1	not_available			
ГородНаХолме	1	not_available			
Городпрославившийсянавсюстранусвоимиприколами	1	not_available			
ГородРазврата	1	not_available			
Город-Сад	1	not_available			
Городуморя	1	not_available			
городуморя	2	not_available			
городХ.	1	not_available			
ГражданинГалактики(с)	1	not_available			
гражданинмира	1	not_available			
гражданкамира#23122012	1	not_available			
Грехов	1	not_available			
Грядкаузабора...агавотэта	1	not_available			
Гтетотамск	1	not_available			
губерниямалогоИерусалима	1	not_available			
Гуглотерским	1	not_available			
ГУЛАГ	1	not_available			
д.Гадюкино	1	not_available			
д.МедвежийУгол	1	not_available			
Далеко	1	not_available			
Дальнийрубеж	1	not_available			
Данетск	1	not_available			
Дартшир	1	not_available			
Деревня	1	not_available			
деревня	1	not_available			
деревняГадюкино	2	not_available			
ДеревняПетросяния	1	not_available			
ДесятоеКоролевство	1	not_available			
Детство	1	not_available			
Диаспора	1	not_available			
Дигуёппша	1	not_available			
Дикаятаёжнаядеремня.Внутризамкадья.	1	not_available			
Диптаун	1	not_available			
Доброта	1	not_available			
добрыйПесочник	1	not_available			
догоризонтаинаправо...	1	not_available			
дождей	1	not_available			
Долинагрохочущихкопыт	1	not_available			
ДомСолнца(Бабруйск)	1	not_available			
ДосугвМоскве	1	not_available			
дремучийлес	1	not_available			
Другой	1	not_available			
Ептистскийгородок	1	not_available			
Ербинскаятрясина	1	not_available			
Жаюжимг	1	not_available			
Живуявезде	1	not_available			
за101-мкм	1	not_available			
Задрюпинск	1	not_available			
ЗажопинскиеВыселки	1	not_available			
Зажопск	1	not_available			
ЗалесскаяРусь	1	not_available			
залспианино	1	not_available			
залупохуй	1	not_available			
Замкадие	1	not_available			
Заоблаками	1	not_available			
Захудаловск	1	not_available			
Зачупыжинск	1	not_available			
ЗаштатныеМурашки	1	not_available			
здесьбанановбанановнетбанановнет	1	not_available			
Здесьисейчас	1	not_available			
Зелененькиймирок	1	not_available			
зеленый*	1	not_available			
Земля	6	not_available			
земляничнаяполяна	1	not_available			
Земля-ЭльфаЦентавра	1	not_available			
Зеро	1	not_available			
Зноймо	1	not_available			
Золотой	2	not_available			
ЗонаОтчуждения	1	not_available			
Зурбаган	1	not_available			
ивесьмирвысокихдевушек	1	not_available			
идитынахуй!	1	not_available			
Известный	1	not_available			
икс	1	not_available			
Икстлан	1	not_available			
Иногда	1	not_available			
Инферноград	1	not_available			
иобласть	1	not_available			
ищименятам	1	not_available			
ищу	1	not_available			
какаяразница?	1	not_available			
как-быKingston	1	not_available			
Каменныеджунгли	1	not_available			
каплявокеане	1	not_available			
Каприка(CostadaCaparica)	1	not_available			
Карачанг	1	not_available			
Кацапетовка	1	not_available			
Качам-Кюель	1	not_available			
квартира	1	not_available			
Кенгурятник	1	not_available			
Кирдым-оглы	1	not_available			
Китеж	1	not_available			
КИТЕЖГРАД	1	not_available			
Китежград-16	1	not_available			
Кобылозадовск	1	not_available			
Кокосово	1	not_available			
конечно	1	not_available			
КоролевскаяЗвезда	1	not_available			
Космополит	1	not_available			
которогонет	1	not_available			
Кочевникон...	1	not_available			
КрайМира	1	not_available			
Крайсвета	1	not_available			
Красивый	1	not_available			
Краснокитежск	1	not_available			
Кремль	3	not_available			
Кремниеваядолина	1	not_available			
кроличьянора	1	not_available			
Ктознаеткудаянаправлюсьзавтра	1	not_available			
Кукуево	1	not_available			
Кулеминск	1	not_available			
Кумарово!	1	not_available			
кухня	1	not_available			
Кэр-Паравел	1	not_available			
Лазурныйберег	1	not_available			
Лайтск-Безбрежный	1	not_available			
Лес	2	not_available			
ЛугандийскийЛеноград	1	not_available			
Лукоморье	1	not_available			
лучшийгородЗемли	1	not_available			
Лучшийгородназемле!	1	not_available			
Лхаса	1	not_available			
Лысаягора	1	not_available			
Любой	1	not_available			
Люмбаград	1	not_available			
Мавзолей	1	not_available			
Макондо	1	not_available			
МалаяКочка	1	not_available			
маленькийтакойгородокin	1	not_available			
МалыеСквозняки	1	not_available			
Манеж	1	not_available			
Медамоти	1	not_available			
МедвежийУгол	1	not_available			
межгород	1	not_available			
Международный	1	not_available			
международныйБОМЖ	1	not_available			
междунебомиземлей	1	not_available			
междунебомиземлёй	1	not_available			
МеждуокеаномиМанхеттеном	1	not_available			
Междуравнинойигорами	1	not_available			
Мензоберранзан	1	not_available			
Мёнхглабдах	1	not_available			
меняется	2	not_available			
меняются	1	not_available			
Местныемы	1	not_available			
Метро	1	not_available			
Мечта	1	not_available			
Мзонзо	1	not_available			
миами	1	not_available			
Микромир	1	not_available			
МинистерствоОбороны	1	not_available			
Мир	1	not_available			
Мировецк	1	not_available			
Многоборье	1	not_available			
Многоемножество	1	not_available			
Мобил	1	not_available			
Мой	1	not_available			
Мойадреснедоминеулица	1	not_available			
мойадреснедоминеулица	1	not_available			
Мойадрес-недоминеулица	1	not_available			
мойадреснедоминеулица...	1	not_available			
Мойгород	2	not_available			
мойдомвсегдасомной	1	not_available			
Мордор	1	not_available			
Мудазвон-Сити	1	not_available			
Муниципальноеобразование	1	not_available			
мухосранск	2	not_available			
Мухосранск	4	not_available			
Мывсевездевременно...	1	not_available			
МЫнепэръмь	1	not_available			
наближайшейвеликойсосне	1	not_available			
НавьГрад	1	not_available			
Нан-Мадол	1	not_available			
натерриториижурналадействуетЗаконДжунглей(ввольнойтрактовке)	1	not_available			
Нашадреснидоминиулица	1	not_available			
неPattaya	1	not_available			
НебеснаяМосква	1	not_available			
НебеснаяРеспублика	1	not_available			
Небесный	1	not_available			
НебесныйИерусалим	1	not_available			
небольшой	1	not_available			
Небольшойдревнийгородок	1	not_available			
неважно	1	not_available			
Негород-аодниулицы	1	not_available			
Недоминеулица	1	not_available			
НеИерусалим.НоинеГерцелияПитуах.	1	not_available			
Неимеетзначения-где:)	1	not_available			
Неканада	1	not_available			
НеМосква	1	not_available			
Немосква	2	not_available			
неплохое	1	not_available			
непомню...	1	not_available			
Непонимайск	1	not_available			
Нериак	1	not_available			
Несолнечныйгород	1	not_available			
Нигерскоеселопятаяхатаслева	1	not_available			
Нижнежопинск	1	not_available			
Нижниеподзалупы	1	not_available			
НижниеПысы	1	not_available			
НижнийУлан-Баторск	1	not_available			
НоваяСтолица	1	not_available			
Новокитежград	1	not_available			
Нонреаль	1	not_available			
Нормальныйтакойгородишка	1	not_available			
ну	1	not_available			
Нукуалофа-16	1	not_available			
Огнеград	1	not_available			
Огород	1	not_available			
однарусскаядеревня	1	not_available			
однашестаячастьсуши	1	not_available			
однойногойздесь	1	not_available			
Озеро-Болото...	1	not_available			
ОзероПетровское=)	1	not_available			
Ойкумена	1	not_available			
оккупированнаяПалестина	1	not_available			
ОКНО	1	not_available			
Окрестности	1	not_available			
Оллария	1	not_available			
омманепадмехум	1	not_available			
Орксиндорф	1	not_available			
остРейх	1	not_available			
Отродиныдалеко	1	not_available			
ОхреневающийотСвоейНеповторимостиГород	1	not_available			
оченьВнутренняяМонголия.есликомуинтересно	1	not_available			
оченьуютноеместечко	1	not_available			
Перделкино	1	not_available			
перекатиполе	1	not_available			
Пинальо	1	not_available			
Пингвин-лэнд	1	not_available			
пл.Земля	1	not_available			
планетаГея	1	not_available			
планетаземля	1	not_available			
планетаЗемля	2	not_available			
ПланетаЗемля	4	not_available			
планетаЗемля(почтивсегда)	1	not_available			
планетаземнойгруппы	1	not_available			
Планеталюдей	1	not_available			
ПлохоеМесто	1	not_available			
повсеместно	1	not_available			
Повсюду	1	not_available			
повсюду	1	not_available			
ПодАфрика	1	not_available			
Подземлей	1	not_available			
подстолом	1	not_available			
Позабытоград	1	not_available			
поле3-хтысячкрыс...	1	not_available			
полесвасильками	1	not_available			
Полуматерик	1	not_available			
Полюс	1	not_available			
пОповка	1	not_available			
Портовыйгород	1	not_available			
Посрединемира	1	not_available			
Потусторонусна	1	not_available			
Припять	2	not_available			
Провинциальнаястолицамира	1	not_available			
провинциальныйгородокАпож...	1	not_available			
ПровинциальныйТупик	1	not_available			
Простоквашино	1	not_available			
прострация	1	not_available			
Пряничныхдомиков	1	not_available			
Пупинск	1	not_available			
Пустота	1	not_available			
путешествует	1	not_available			
Пыхджаб	1	not_available			
Пятоеоблакокаквзлетишьсразунаправо	1	not_available			
Разбитыхнадежд)	1	not_available			
разные	3	not_available			
Разныегорода	1	not_available			
рай	1	not_available			
Райwtynh	1	not_available			
Рио-До-Жанейро	1	not_available			
Р'льех	1	not_available			
Родина	1	not_available			
РодинаРусскойРомантики	1	not_available			
рукотворный	1	not_available			
РуНет	1	not_available			
Рунет	3	not_available			
Русский	1	not_available			
РусскийКентукки	1	not_available			
Рыслак	1	not_available			
Сosmos	1	not_available			
Сакраменто	1	not_available			
Самый	1	not_available			
самыйЗапад	1	not_available			
Самыйкрайгеографии	1	not_available			
Самыйлучшийгородземли!	1	not_available			
СамыйлучшийгороднаЗемле	1	not_available			
самыйлучшийгородназемле=)	1	not_available			
СамыйлучшийнаЗемле	1	not_available			
самыйлучшийнасвете!	1	not_available			
самыйлюбимый	1	not_available			
самыйобычный	1	not_available			
Самыйпрекрасныйгороднасвете	1	not_available			
Сан-Комарик	1	not_available			
Сансара:)	1	not_available			
СвободноегосударствоФлашенхальс	1	not_available			
СеверноеНигде	1	not_available			
секрет	1	not_available			
селениеКолпаковское	1	not_available			
"село""УмныйКалмык"""	1	not_available			
селоУнылыеГовны	1	not_available			
Сказочный	1	not_available			
Скалоград	1	not_available			
сквозьгорода	1	not_available			
скучныйгород	1	not_available			
СлаваБобрам!	1	not_available			
"Следственныйизолятор№1""МАТРОССКАЯТИШИНА"""	1	not_available			
СНГ	1	not_available			
Снежноекоролевство	1	not_available			
Сны	1	not_available			
СоветскийСоюз	1	not_available			
Совковый	1	not_available			
Содом-2	1	not_available			
Сокровищазоопарка	1	not_available			
Солнца	1	not_available			
Сонвиль	1	not_available			
спинойкнабережной	1	not_available			
сракетами	1	not_available			
СССР	3	not_available			
ссутьгдепопало	1	not_available			
СтарыеВасюки	1	not_available			
СтоакровыйЛес	1	not_available			
Столицамираидобра	1	not_available			
СтранаДуши	1	not_available			
СтранаЛетучихМышей	1	not_available			
СтранаНепуганыхОбротней	1	not_available			
странаотливов	1	not_available			
СтранаСоветов	1	not_available			
СтранаФантазия	1	not_available			
СтранаЧудес	1	not_available			
Страначудес	1	not_available			
СтранаЧудесбезтормозов)	1	not_available			
странница	1	not_available			
Сумерксити	1	not_available			
Тайноеместо	1	not_available			
Там	1	not_available			
там	1	not_available			
тамгдеволнывышенеба..	1	not_available			
Тамгделетомхолодновпальто	1	not_available			
Тамгделюбятиждут	1	not_available			
тамминеттридцаткустоит	1	not_available			
Танаис	1	not_available			
ТанедерБлаф	1	not_available			
Тапас	1	not_available			
ТвоиГлаза	1	not_available			
твоймоск	1	not_available			
тёлкиибухло	1	not_available			
территориябезграниц	1	not_available			
ТерриторияПБП	1	not_available			
Тилимилитрямдия	1	not_available			
Тихийгород	1	not_available			
Тмутаракань	1	not_available			
Токио-Юпитер	1	not_available			
тольков2-хгородахядомапокаягость...	1	not_available			
Тотам	1	not_available			
тотчтонаюге	1	not_available			
точканакарте	1	not_available			
трансільванія	1	not_available			
трахнутыйгород	1	not_available			
ТридесятоекоролевствоименидядюшкиШеогората	1	not_available			
ТуманностьАндромеды	1	not_available			
тут	1	not_available			
тухАс	1	not_available			
Тушита	1	not_available			
Тьмутаракань	4	not_available			
У	1	not_available			
Уага	1	not_available			
Уишань	1	not_available			
УкаждогоестьсвойГрадКитеж...	1	not_available			
УлицаЛенина	1	not_available			
улицаСаккоиВанцетти	1	not_available			
Университет	1	not_available			
университетскийгородок	1	not_available			
Усть-Калымскъ	1	not_available			
утляндия	1	not_available			
Файл-не-Найден	1	not_available			
Федор-Кузьмичск	1	not_available			
Ферма	1	not_available			
Фиалта(авней-весна)	1	not_available			
ФинансоваяМатрица	1	not_available			
Финишвилль	1	not_available			
Хармонт	1	not_available			
ХЗ	1	not_available			
Хихичпоквилль	1	not_available			
Хогсмид	1	not_available			
Хрустальныймир	1	not_available			
Хуевый.	1	not_available			
Хуйбург	1	not_available			
Хуйзабейск	1	not_available			
Хули-Були	1	not_available			
Хутор	1	not_available			
ЦитадельКонвента	1	not_available			
Чегеварск	1	not_available			
ЧерепаховаГора	1	not_available			
Чернаядолина	1	not_available			
Чернаядыра	1	not_available			
ЧернаяПальмира	1	not_available			
Чернобыль	1	not_available			
Чертыгово	1	not_available			
четвёртаяполкасверху	1	not_available			
ЧетвертыйРейх.Открытыйкосмос.	1	not_available			
Чиахуахуа	1	not_available			
Шамбала	1	not_available			
Шаурма	1	not_available			
Швамбран	1	not_available			
Ыыы	1	not_available			
Ьщысщц	1	not_available			
Эритрея	1	not_available			
Эстрадаикено	1	not_available			
этотгородзаполненденьгамиипроститутками	1	not_available			
Этотгородсамыйлучшийгородназемле	1	not_available			
этотгородсамыйлучшийгороднаЗемле	1	not_available			
Этотгород-самыйлучшийгороднаЗемле	1	not_available			
этотгород-самыйлучшийгородназемле	1	not_available			
Эфедриновыйгородсчастья	1	not_available			
Эфес	1	not_available			
юг	1	not_available			
Юлкоград	1	not_available			
Юрятин	1	not_available			
Явсюди	1	not_available			
Ягражданинмира	1	not_available			
Яникогданебудуамериканцем!	1	not_available			
Ятамещениразунебыл	1	not_available			
Ятут	1	not_available			
я-человеккосмополит	1	not_available			
-	1				
----------------------	1				
	24				
Alberta	10	Альберта	Канада
Alexandria	10	Александрия	Египет
AndalucÃ­aAutonomousCommunity	10	Андалусия	Испания
Antarctica	10	Антарктида	Антарктида
Aquitaine	10	Аквитания	Франция
ARCrimea	10	Крым	Россия
ÃŽle-de-FranceRegion	10	Иль-де-Франс	Франция
Baden-WürttembergState	10	Баден-Вюртемберг	Германия
Bangor	10	Бангор	США
Bashkortostan	10	Башкортостан	Россия
Bavaria	10	Бавария	Германия
Bedford	10	Бедфорд	Великобритания
Berkshire	10	Беркшир	Великобритания
Bermuda	10	Бермудские Острова	Великобритания
Bilbao	10	Бильбао	Испания
Bobruisk	10	Бобруйск	Белоруссия
Bolton	10	Болтон	Великобритания
BouvetIsland	10	Остров Буве	Норвегия
Brabant	10	Брабант	Нидерланды
Bradford	10	Бредфорд	Великобритания
Brandon	10	Брандон	Канада
britishcolumbia	10	Британская Колумбия	Канада
BritishIndianOceanTerritory	10	Британская территория в Индийском океане	Великобритания
